#TSV
#============Begin of sheet============
@Sheet=LevelInfo
LevelID	BGType	MapID	LevelMode	LevelName	UIShowLevelTarget	ShowMonsterName	ShowMonsterID	UIDropList	DailyFirstUIDropList	UIWarningDropList	UIEntrustNpc	LevelDesc	Difficulty	LevelLv	MonsterLv	IsStarHunt	关联活动ID	解锁类型	基本解锁条件类别	基本解锁条件参数	额外解锁条件1类别	额外解锁条件1参数1	额外解锁条件1参数2	额外解锁条件2类别	额外解锁条件2参数1	额外解锁条件2参数2	需求等级类别	需求等级参数	消耗狩猎券	支付契约金	额外需求条件类别	需求条件参数1	需求条件参数2	允许匹配的武器等级	允许匹配的防具等级总和	HunterBox	MonsterOverView	FinishCountDown	InitScore	BossID	WeatherID	QuestMode	逻辑关卡组ID	逻辑关卡组Name	monsterlevel_rule	BOSS_match	BOSS_攻击系数	BOSS_属性攻击系数	BOSS_HP系数	BOSS_等级浮动	小怪_match	小怪_攻击系数	小怪_属性攻击系数	小怪_HP系数	小怪_等级浮动	BossPBMul	BossLBMul	BossFDMul	BOSS多人因子开关	小怪多人因子开关	BossPoisonMul	BossParalysisMul	BossSleepMul	BossDynamiteMul	BossStunMul	BossPoisonOpen	BossParalysisOpen	BossSleepOpen	BossDynamiteisOpen	BossStunOpen	OffcerLv	OffcierHR	WarningGroupID	EnableLemonSystem	DisableCatFood	EnableSoulStone	BigRandLvMin	BigRandLvMax	BigRandWeaponLvMin	BigRandWeaponLvMax	BigRandArmorLvMin	BigRandArmorLvMax	WeaponLimit	狩猎包开关	解锁等级	需求玩家等级
406401	1	1006	29	艾丝特湖地的采集	采集任意数量资源后缴纳返回券		69999						1	60	60			1	需求人物等级	60							需求人物等级	60	1									10		69999	601	29			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	70	35					70	90	70	90	300	450				
406402	1	1006	29	钓鱼	钓鱼		69999						1	60	60			1	需求人物等级	60							需求人物等级	60	1									10		69999	601	29			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	70	35					70	90	70	90	300	450				
406101	1	1006	4	见参！湖地称王	狩猎所有大型目标	大野猪王;银眠鸟;雷狼龙	60030;60141;60870	21482;21454;21451;19998;1587			神秘的旅者	最近好多怪物都涌向湖地了，不知道那里有什么吸引怪物们聚到一起？	2	95	115			1	需求人物等级	95							需求人物等级	95	2					95	450			60		60030;60141;60870	601	4			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50					105	125	105	125	475	625				
406102	1	1006	26	赤色三连星	狩猎所有大型目标	红速龙王;红电龙;火龙	60022;60121;60250	21114;21087;21454;19998;1587			王立猎团事务官	有村民目击原本一片绿意盎然的湖地受到了赤潮的污染，去调查一下这诡异的现象吧！	1	95	95			1	需求人物等级	95							需求人物等级	95	1					85	400			60		60022;60121;60250	603	26			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50					105	125	105	125	475	625		11010		
406103	1	1006	26	爆碎天星	狩猎所有大型目标	迅龙;碎龙;星龙	60920;60890;60130	21117;21120;21454;19998;1587					3	195	195			1			多关卡完成解锁	410025;407025;411015;206039					需求人物等级	150	1					165	800			60		60920;60890;60130	601	26			0	1	0.8	1	0.86	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50					170	225	170	225	770	1125		11384		
407001	1	1007	26	精英！剑刹狼	狩猎剑刹狼	剑刹狼	60481	21463;21454;21451;19998;1587		1587		活跃于林地的剑极狼亚种，杀伤力不亚于原种。背部与手臂的骨刃带有某种神经毒素，生物接触后会产生麻痹反应，对身体丧失控制。	2	70	85			1	需求人物等级	70							需求人物等级	70	2					70	325			60		60481	701	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	80	40	4007				80	100	80	100	350	500				
407002	1	1007	42	S·精英！剑刹狼	狩猎剑刹狼	剑刹狼	60481	21463;21454;21451;19998;1587				活跃于林地的剑极狼亚种，杀伤力不亚于原种。背部与手臂的骨刃带有某种神经毒素，生物接触后会产生麻痹反应，对身体丧失控制。	3	70	85			1			多关卡评价解锁	407001	2				需求人物等级	70	2									60		60481	701	42			0	1	1	1	0.96	0	1	1	2	1	0	0.96	1.25	1.25	1	0	0	0	0	0	0	1	1	1	1	1	80	40					80	100	80	100	350	500				
407003	1	1007	26	黯幕下的威胁	狩猎所有大型目标	剑刹狼;红电龙;铠龙	60481;60121;60390	21114;21087;21454;19998;1587			老练的猎人	现在的黯幕之森到处充满了危险，一个不小心就可能再也回不来了，如果现在要去的话务必做好准备。	1	105	105			1	需求人物等级	105							需求人物等级	105	1					95	450			60		60481;60121;60390	701	26			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50					115	135	115	135	525	675		11011		
407004	1	1007	41	S·黯幕下的威胁	狩猎所有大型目标	剑刹狼;红电龙;铠龙	60481;60121;60390	21463;21454;21451;19998;1587			老练的猎人	现在的黯幕之森到处充满了危险，一个不小心就可能再也回不来了，如果现在要去的话务必做好准备。	3	80	100			1			多关卡评价解锁	407003	2				需求人物等级	80	2									60		60481;60121;60390	701	41			0	1	1	1	0.63	0	1	1	2	1	0	0.88	1.15	1.15	1	0	0	0	0	0	0	1	1	1	1	1	90	45					90	110	90	110	400	550				
407005	1	1007	1	挑战！晶岩龙	狩猎晶岩龙	晶岩龙	60232	21114;21087;21454;19998;1587		1587		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	1	90	90			1	需求人物等级	90							需求人物等级	90	1					80	375			60		60232	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50	4007				100	120	100	120	450	600		11012		
407006	1	1007	1	挑战！晶岩龙	狩猎晶岩龙	晶岩龙	60232	21115;21118;19995;19998;21454;21451		1587		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	2	40	55			1	需求人物等级	40							需求人物等级	40	1					40	175			60		60232	701	1	407005	任意！晶岩龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0	4007				50	70	50	70	200	350				
407007	1	1007	26	狩猎！独耳黑狼鸟	狩猎独耳黑狼鸟	独耳黑狼鸟	60191	21482;21454;21451;19998;1587				“独耳”的黑狼鸟特异个体，破坏性与凶暴程度相较普通同类更甚。	2	105	125			1	需求人物等级	105							需求人物等级	105	2					105	500			60		60191	701	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4007				115	135	115	135	525	675				
407008	1	1007	26	狩猎！剑刹狼	狩猎剑刹狼	剑刹狼	60481	21482;21454;21451;19998;1587				活跃于林地的剑极狼亚种，杀伤力不亚于原种。背部与手臂的骨刃带有某种神经毒素，生物接触后会产生麻痹反应，对身体丧失控制。	2	105	125			1	需求人物等级	105							需求人物等级	105	2					105	500			60		60481	701	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4007				115	135	115	135	525	675				
407009	1	1007	1	突破！将军镰蟹	狩猎将军镰蟹	将军镰蟹	60150	21117;21120;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	3	185	185	1		1			多关卡完成解锁	401006;402002;403010					需求人物等级	150	1					155	750			60		60150	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				160	215	160	215	760	1075		11269		
407010	1	1007	1	突破！剑豪镰蟹	狩猎剑豪镰蟹	剑豪镰蟹	60152	21117;21120;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	3	185	185	1		1			多关卡完成解锁	401006;402002;403010					需求人物等级	150	1					155	750			60		60152	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				160	215	160	215	760	1075		11270		
407011	1	1007	1	挑战！武镰蟹	狩猎武镰蟹	将军镰蟹	60151	21114;21087;21454;19998;1587		1587		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	1	105	105			1	需求人物等级	105							需求人物等级	105	1					95	450			60		60151	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4207				115	135	115	135	525	675		11013		
407012	1	1007	26	狩猎！武镰蟹	狩猎武镰蟹	武镰蟹	60151	21482;21454;21451;19998;1587				战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	2	105	125			1	需求人物等级	105							需求人物等级	105	2					105	500			60		60151	701	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4207				115	135	115	135	525	675				
407101	1	1007	4	天下第一武道会	狩猎所有大型目标	战鬼河狸兽;黑狼鸟;金狮子	60012;60190;60420	21482;21454;21451;19998;1587			好斗的村民	黯幕之森集结了许多好斗的怪物，如果能够顺利击败那里的怪物是不是就是天下第一了呢？	2	90	110			1	需求人物等级	90							需求人物等级	90	2					90	425			60		60012;60190;60420	701	4			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50					100	120	100	120	450	600				
407102	1	1007	4	无碍！黯森逐鹿	狩猎所有大型目标	骇狩蛛;红电龙;武镰蟹	60051;60121;60151	21482;21454;21451;19998;1587			好奇的新猎人	阴暗潮湿的地方怪物们也变得越来越阴险了，听说最近那里有新怪物出没，但刚过去就被各种偷袭。老猎人帮忙去调查一下吧！	2	95	115			1	需求人物等级	95							需求人物等级	95	2					95	450			60		60051;60121;60151	701	4			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50					105	125	105	125	475	625				
407201	1	1007	26	精英！武镰蟹	狩猎武镰蟹	武镰蟹	60151	21482;21454;21451;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	2	90	110			1	需求人物等级	90							需求人物等级	90	2					90	425			60		60151	701	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50	4207				100	120	100	120	450	600				
407202	1	1007	42	S·精英！武镰蟹	狩猎武镰蟹	武镰蟹	60151	21482;21454;21451;19998;1587				战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	3	90	110			1			多关卡评价解锁	407201	2				需求人物等级	90	2									60		60151	701	42			0	1	1	1	0.96	0	1	1	2	1	0	0.96	1.25	1.25	1	0	0	0	0	0	0	1	1	1	1	1	100	50					100	120	100	120	450	600				
407013	1	1007	1	精英！将军镰蟹	狩猎将军镰蟹	将军镰蟹	60150	21115;21118;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	3	125	125	1		1			多关卡完成解锁	401003;404007;405003;206022;203026					需求人物等级	120	1					115	550			60		60150	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	135	50	4207				135	155	135	155	625	775		11014		
407014	1	1007	1	精英！剑豪镰蟹	狩猎剑豪镰蟹	剑豪镰蟹	60152	21115;21118;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	2	125	125			1			多关卡完成解锁	401003;404007;405003;206022;203026					需求人物等级	120	1					115	550			60		60152	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	135	50	4207				135	155	135	155	625	775		11015		
407015	1	1007	1	精英！骇狩蛛	狩猎骇狩蛛	骇狩蛛	60051	21115;21118;21454;19998;1587		1591;1588		颜色鲜艳的甲壳种，吐出的蛛丝比鬼狩蛛更强韧，并且带有麻痹性。	3	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60051	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4207				140	160	140	160	650	800		11016		
407016	1	1007	1	精英！紫毒鸟	狩猎紫毒鸟	紫毒鸟	60071	21115;21118;21454;19998;1587		1591;1588		鸟龙种，主流说法认为是毒怪鸟亚种，毒性和速度也有极大提升。	3	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60071	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4007				140	160	140	160	650	800		11017		
407017	1	1007	1	精英！岩龙	狩猎岩龙	岩龙	60230	21115;21118;21454;19998;1587		1591;1588		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	3	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60230	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4007				140	160	140	160	650	800		11018		
407018	1	1007	1	精英！晶岩龙	狩猎晶岩龙	晶岩龙	60232	21115;21118;21454;19998;1587		1591;1588		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	2	130	130	1		1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60232	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4007				140	160	140	160	650	800		11019		
407019	1	1007	1	精英！银眠鸟	狩猎银眠鸟	银眠鸟	60141	21115;21118;21454;19998;1587		1591;1588		更为稀有的眠鸟类型，能致眠的气体是它攻击和逃生的秘诀。	2	130	130	1		1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60141	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4007				140	160	140	160	650	800		11020		
407020	1	1007	1	精英！独耳黑狼鸟	狩猎独耳黑狼鸟	独耳黑狼鸟	60191	21115;21118;21454;19998;1587		1591;1588		“独耳”的黑狼鸟特异个体，破坏性与凶暴程度相较普通同类更甚。	2	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60191	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4007				140	160	140	160	650	800		11021		
407021	1	1007	1	精英！剑刹狼	狩猎剑刹狼	剑刹狼	60481	21115;21118;21454;19998;1587		1591;1588		活跃于林地的剑极狼亚种，杀伤力不亚于原种。背部与手臂的骨刃带有某种神经毒素，生物接触后会产生麻痹反应，对身体丧失控制。	2	145	145			1			多关卡完成解锁	411006;406012;411007;214030;214023					需求人物等级	120	1					135	650			60		60481	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				150	175	150	175	725	875		11022		
407022	1	1007	1	精英！武镰蟹	狩猎武镰蟹	武镰蟹	60151	21115;21118;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	2	145	145			1			多关卡完成解锁	411006;406012;411007;214030;214023					需求人物等级	120	1					135	650			60		60151	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				150	175	150	175	725	875		11023		
407023	1	1007	1	高难度！银眠鸟	狩猎银眠鸟	银眠鸟	60141	21116;21119;21454;19998;1587		1591;1588		更为稀有的眠鸟类型，能致眠的气体是它攻击和逃生的秘诀。	3	160	160			1			多关卡完成解锁	404303;408004;214032;216012					需求人物等级	120	1					140	675			60		60141	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				150	190	150	190	750	950		11024		
407024	1	1007	1	高难度！独耳黑狼鸟	狩猎独耳黑狼鸟	独耳黑狼鸟	60191	21116;21119;21454;19998;1587		1591;1588		“独耳”的黑狼鸟特异个体，破坏性与凶暴程度相较普通同类更甚。	3	160	160			1			多关卡完成解锁	404303;408004;214032;216012					需求人物等级	120	1					140	675			60		60191	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				150	190	150	190	750	950		11025		
407025	1	1007	1	突破！银眠鸟	狩猎银眠鸟	银眠鸟	60141	21117;21120;21454;19998;1587		1591;1588		更为稀有的眠鸟类型，能致眠的气体是它攻击和逃生的秘诀。	3	190	190	1		1			多关卡完成解锁	408007;407009;407010;206038					需求人物等级	150	1					160	775			60		60141	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				165	220	165	220	765	1100		11271		
407026	1	1007	1	突破！岩龙	狩猎岩龙	岩龙	60230	21117;21120;21454;19998;1587		1591;1588		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	3	190	190			1			多关卡完成解锁	408007;407009;407010;206038					需求人物等级	150	1					160	775			60		60230	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				165	220	165	220	765	1100		11272		
407027	1	1007	1	突破！骇狩蛛	狩猎骇狩蛛	骇狩蛛	60051	21117;21120;21454;19998;1587		1591;1588		颜色鲜艳的甲壳种，吐出的蛛丝比鬼狩蛛更强韧，并且带有麻痹性。	3	190	190			1			多关卡完成解锁	408007;407009;407010;206038					需求人物等级	150	1					160	775			60		60051	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				165	220	165	220	765	1100		11273		
407028	1	1007	1	突破！晶岩龙	狩猎晶岩龙	晶岩龙	60232	21117;21120;21454;19998;1587		1591;1588		有惊人的坚硬外壳的飞龙，会伪装成石头休息或避害。	3	190	190			1			多关卡完成解锁	408007;407009;407010;206038					需求人物等级	150	1					160	775			60		60232	701	1			0	1	0.9	1	1.1	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				165	220	165	220	765	1100		11274		
407029	1	1007	1	突破！剑刹狼	狩猎剑刹狼	剑刹狼	60481	21117;21120;21454;19998;1587		1591;1588		活跃于林地的剑极狼亚种，杀伤力不亚于原种。背部与手臂的骨刃带有某种神经毒素，生物接触后会产生麻痹反应，对身体丧失控制。	3	200	200			1			多关卡完成解锁	411017;406022;411018;214041					需求人物等级	150	1					175	850			60		60481	701	1			0	1	0.6	1	1.32	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				175	230	175	230	780	1150		11547		
407030	1	1007	1	突破！武镰蟹	狩猎武镰蟹	武镰蟹	60151	21117;21120;21454;19998;1587		1591;1588		战斗力强悍的甲壳种，有时会从高处突然袭击，令人防不胜防。	3	200	200			1			多关卡完成解锁	411017;406022;411018;214041					需求人物等级	150	1					175	850			60		60151	701	1			0	1	0.6	1	1.32	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				175	230	175	230	780	1150		11548		
407103	1	1007	26	山涧猎人的日常	狩猎所有大型目标	骇狩蛛;紫毒鸟;岩龙	60051;60071;60230	21115;21118;21454;19998;1587					3	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60051;60071;60230	701	26			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50					140	160	140	160	650	800		11026		
407104	1	1007	59	失落的世界	狩猎所有大型目标		69999						3	175	175												需求人物等级	45										60		69999	701	59			0	1	1	1	0.5	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1																
407301	1	1007	46	奇烈！将军镰蟹	狩猎将军镰蟹	将军镰蟹	60150	21116;21119;21454;19998;1587				将军镰蟹受到了不明辐射产生了变异，变得比原来更加强大更可怕了。	3	155	155			1			多关卡完成解锁	401301;402301;404301;405301					需求人物等级	120	1					140	675			60		60150	701	46			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50		1			150	185	150	185	750	925		11027		
407302	1	1007	46	奇烈！岩龙	狩猎岩龙	岩龙	60230	21116;21119;21454;19998;1587				岩龙受到了不明辐射产生了变异，变得比原来更加强大更可怕了。	3	160	160			1			多关卡完成解锁	404303;408004;214032;216012					需求人物等级	120	1					140	675			60		60230	701	46			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50		1			150	190	150	190	750	950		11028		
407303	1	1007	46	奇烈！武镰蟹	狩猎奇烈武镰蟹	奇烈武镰蟹	60151	21117;21120;21454;19998;1587				武镰蟹受到了不明辐射产生了变异，变得比原来更加强大更可怕了。	3	200	200			1			多关卡完成解锁	411017;406022;411018;214041					需求HR等级	70	1					175	850			60		60154	701	46			0	1	1	1	1.87	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50					175	230	175	230	780	1150				
407401	1	1007	29	黯幕之森的采集	采集任意数量资源后缴纳返回券		69999						1	50	50			1	需求人物等级	50							需求人物等级	50	1									10		69999	701	29			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30					60	80	60	80	250	400				
407031	1	1007	1	精英！棘龙	狩猎棘龙	棘龙	60360	21115;21118;21454;19998;1587		1591;1588		以茂密丛林作为领地，全身生满坚硬甲壳和带毒棘刺的飞龙种。	2	145	145			1			多关卡完成解锁	411006;406012;411007;214030;214023					需求人物等级	120	1					135	650			60		60360	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				155	175	155	175	725	875		11909		
407032	1	1007	1	高难度！棘龙	狩猎棘龙	棘龙	60360	21116;21119;21454;19998;1587		1591;1588		以茂密丛林作为领地，全身生满坚硬甲壳和带毒棘刺的飞龙种。	3	175	175			1			多关卡完成解锁	403007;411010;216014;210035;214033					需求人物等级	120	1					145	700			60		60360	701	1			0	1	1	1	1.1	0	1	1	2	1	0	1	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				175	205	175	205	780	1025		11910		
407033	1	1007	1	突破！棘龙	狩猎棘龙	棘龙	60360	21117;21120;21454;19998;1587		1591;1588		以茂密丛林作为领地，全身生满坚硬甲壳和带毒棘刺的飞龙种。	3	200	200			1			多关卡完成解锁	411017;406022;411018;214041					需求人物等级	150	1					175	850			60		60360	701	1			0	1	1	1	1.32	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207				175	230	175	230	780	1150		11911		
407034	1	1007	1	绝禁！棘龙	狩猎棘龙	棘龙	60360	21117;21120;21454;19998;1587		1591;1588		该难度下怪物将与猎人进行死斗，狩魂石加成将会失去作用，猎人们只能依靠自己最原始的狩猎本能直面挑战。虽然获得的奖励会更为丰厚，但猎人们可能需要慎重考虑面对这样的绝禁挑战是否值得。	3	200	200			1			多关卡完成解锁	411017;406022;411018;214041					需求人物等级	150	2					175	850			60		60360	701	1			0	1	1	1	1.32	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4207			0	175	230	175	230	780	1150		11912		
407035	1	1007	1	挑战！倾雷鸟	狩猎倾雷鸟	倾雷鸟	60710	21114;21087;21454;19998;1587		1587		特征是荧光色羽毛的鸟龙种，华丽的外表并非警告色，而是来源于吸引异性的求爱习性。	1	85	85			1	需求人物等级	85							需求人物等级	85	1					85	400			60		60710	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	95	47	4007				95	115	95	115	425	575		12049		
407036	1	1007	1	精英！倾雷鸟	狩猎倾雷鸟	倾雷鸟	60710	21115;21118;21454;19998;1587		1591;1588		特征是荧光色羽毛的鸟龙种，华丽的外表并非警告色，而是来源于吸引异性的求爱习性。	2	125	125			1			多关卡完成解锁	401003;404007;405003;206022;203026					需求人物等级	120	1					115	550			60		60710	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	135	50	4007				135	155	135	155	625	775		12050		
407037	1	1007	1	突破！倾雷鸟	狩猎倾雷鸟	倾雷鸟	60710	21117;21120;21454;19998;1587		1591;1588		特征是荧光色羽毛的鸟龙种，华丽的外表并非警告色，而是来源于吸引异性的求爱习性。	3	185	185			1			多关卡完成解锁	401006;402002;403010					需求人物等级	150	1					155	750			60		60710	701	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4007				160	215	160	215	760	1075		12051		
407038	1	1007	55	修罗！弩	使用弩炮狩猎倾雷鸟	倾雷鸟	60710	21454;1587;21451	23457			修罗试练无法携带艾露猫进入，且所有狩魂石加成会在该模式下失效！该模式单关每日首次胜利时会获得”二阶龙晶石“作为额外奖励。	3	185	185			1	需求人物等级	170							需求人物等级	170										60		60710	701	55			0	1	0.9	1	1.2	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1						0							5			
407039	1	1007	55	修罗！弓	使用弓狩猎倾雷鸟	倾雷鸟	60710	21454;1587;21451	23457			修罗试练无法携带艾露猫进入，且所有狩魂石加成会在该模式下失效！该模式单关每日首次胜利时会获得”二阶龙晶石“作为额外奖励。	3	185	185			1	需求人物等级	170							需求人物等级	170										60		60710	701	55			0	1	0.9	1	1.2	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1						0							10			
408001	1	1008	1	挑战！冰牙龙	狩猎冰牙龙	冰牙龙	60900	21114;21087;21454;19998;1587		1591		栖息于寒冷地带的飞龙种怪物，有着白色的甲壳和皮毛，口上长着两只琥珀色的长牙，翼与尾巴上生长着钉状鳞片，可以自由在冰面上穿梭。	1	110	110			1	需求人物等级	110							需求人物等级	110	1					100	475			60		60900	801	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	120	50	4208				120	140	120	140	550	700		11029		
408002	1	1008	1	精英！红电龙	狩猎红电龙	红电龙	60121	21115;21118;21454;19998;1587		1591;1588		通体血红的电龙亚种，迅捷的飞扑和令人猝不及防的闪电让猎人们很头疼。	2	130	130			1			多关卡完成解锁	407013;401004;220017;208024					需求人物等级	120	1					120	575			60		60121	801	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	140	50	4208				140	160	140	160	650	800		11030		
408003	1	1008	1	精英！冰牙龙	狩猎冰牙龙	冰牙龙	60900	21115;21118;21454;19998;1587		1591;1588		栖息于寒冷地带的飞龙种怪物，有着白色的甲壳和皮毛，口上长着两只琥珀色的长牙，翼与尾巴上生长着钉状鳞片，可以自由在冰面上穿梭。	2	145	145			1			多关卡完成解锁	411006;406012;411007;214030;214023					需求人物等级	120	1					135	650			60		60900	801	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50	4208				150	175	150	175	725	875		11031		
